VILLE;DEPARTEMENT;CODE INSEE;NOM DU SITE;GROUPE DE DECHETS;SOUS-GROUPE DE DECHETS;DESCRIPTION PHYSIQUE;CATEGORIE;FAMILLE IN;VOLUME EQUIVALENT CONDITIONNE;MAJORATION;ACTIVITE ( Bq);PRINCIPAUX RADIONUCLEIDES
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets irradiants (FMA-VC et MA-VL);INB 72 - Batiments 108, 114, 116, 120;Dechets solides conditionnes en coques (11G coques C4) (13,53 m3 - 11 Coques);FMA-VC;F3-5-05;13,53;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 60Co, 90Sr, 137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets irradiants (FMA-VC et MA-VL);INB 72 - Batiments 108, 114, 116, 120;Dechets solides conditionnes en coques (11I) (2 m3 - 1 Coque);FMA-VC;F3-5-05;2;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 90Sr, 137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets irradiants (FMA-VC et MA-VL);INB 72 - Batiments 108, 114, 116, 120;Dechets tres irradiants >10 Gy/h (50 litres) (3,5 m3 - 70 Unites);MA-VL;DIV2-05;3,5;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co, 137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets irradiants (FMA-VC et MA-VL);INB 72 - Batiments 108, 114, 116, 120;Futs de 60L projet EPOC (8,64 m3 - 144 Unites);FMA-VC;DIV3-05;144;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;ND
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides a traiter dans l'installation;INB 35 - Batiments 387 et 393;Concentrats et fonds de cuves en attente de traitement (364,79 m3 - 23 Cuves);FMA-VC;F3-5-03;1714,513;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co, 137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides a traiter dans l'installation;INB 35 - Batiments 387 et 393;Liquides aqueux FA (144 m3 - 2 Cuves);FMA-VC;F3-5-03;14,4;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co, 137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides FMA;INB 49 - Batiment 459;Liquides aqueux fluores (Cellule 6) (0,02 m3 - 0,01 t - 1 Unite);FMA-VC;DIV3-05;0,02;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co, 137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides incinerables (via CENTRACO);INB 35 - Batiments 387 et 393;Liquides organiques (1,3 m3 - 1 Cuve);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C, 239Pu, 240Pu
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides incinerables (via CENTRACO);INB 40 - OSIRIS Batiments 633 et 635;Flacons de scintillation en polyethylene (SL) (0,15 m3 - 2 Futs);FMA-VC;F3-7-01;0,00052215;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides incinerables (via CENTRACO);INB 50 - Batiments 605 et 625;Huiles (0,38 m3 - 2 Futs);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;55Fe, 60Co, 90Sr, 137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides incinerables (via CENTRACO);Installation n°1;Liquides organiques incinerables (scintillants) (0,12 m3 - 0,0736 t - 1 Fut);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides incinerables (via CENTRACO);Installation n°126 (IRSN);Liquides aqueux (0,51 m3 - 0,51 t - 1 Cuve);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co, 90Sr, 137Cs, 239Pu
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides incinerables (via CENTRACO);Installation n°128;Liquides organiques scintillants (0,17 m3 - 0,18 t - 1 Fut);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C, 36Cl, 137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides incinerables (via CENTRACO);Installation n°68;Liquides aqueux incinerables (0,03 m3 - 0,0386 t - 1 Fut);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C, 60Co, 137Cs, 152Eu
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides incinerables (via CENTRACO);Installation n°74;Liquides aqueux (0,36 m3 - 0,36 t - 4 Unites);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co, 137Cs, 133Ba, 152Eu
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides traites via STEL Marcoule;INB 101 - Batiment 541;Liquides aqueux peu trities (17,02 m3 );FMA-VC;F3-4-03;1,1063;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C, 60Co
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides traites via STEL Marcoule;INB 101 - Batiment 541;Liquides aqueux tres trities (1,54 m3 );FMA-VC;F3-4-03;0,1001;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C, 60Co
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides traites via STEL Marcoule;INB 35 - Batiments 387 et 393;Liquides aqueux FA trities (26 m3 - 1 Cuve);FMA-VC;F3-4-03;1,69;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co, 137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides traites via STEL Marcoule;INB 40 - OSIRIS Batiments 633 et 635;Liquides aqueux (18 m3 );FMA-VC;F3-4-03;1,17;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides traites via STEL Marcoule;INB 49 - Batiment 459;Liquides aqueux (Cellule 6) (7,57 m3 - 2 Cuves);FMA-VC;F3-4-03;0,49205;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co, 137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides traites via STEL Marcoule;INB 72 - Batiments 108, 114, 116, 120;Effluents aqueux du batiment 114 (187,4 m3 );FMA-VC;F3-4-03;12,181;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co, 137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides traites via STEL Marcoule;INB 72 - Batiments 108, 114, 116, 120;Effluents aqueux du batiment 118 (0,6 m3 );FMA-VC;F3-4-03;0,039;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides traites via STEL Marcoule;INB 72 - Batiments 108, 114, 116, 120;Effluents aqueux du batiment 120 (4,5 m3 );FMA-VC;F3-4-03;0,2925;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides traites via STEL Marcoule;Installation n°1;Liquides aqueux (5,09 m3 - 29 Unites);FMA-VC;F3-4-03;0,33085;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C, 90Sr, 99Tc, 137Cs, 152Eu
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides traites via STEL Marcoule;Installation n°142;Liquides aqueux (2,1 m3 - 2,1 t );FMA-VC;F3-4-03;0,1365;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;137Cs, 152Eu
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides traites via STEL Marcoule;Installation n°27;Liquides aqueux (4,655 m3 );FMA-VC;F3-4-03;0,302575;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;238U, 241Am
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides traites via STEL Marcoule;Installation n°75;Liquides aqueux carbones (4,3 m3 - 4,3 t - 1 Cuve);FMA-VC;F3-4-03;0,2795;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;14C
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets liquides traites via STEL Marcoule;Installation n°75;Liquides aqueux trities (5,1 m3 - 5,1 t - 1 Cuve);FMA-VC;F3-4-03;0,3315;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides divers trities;INB 101 - Batiment 541;Dechets solides divers FMA trities (0,4 m3 - 2 Futs);FMA-VC;DIV4-05;0,4;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides divers trities;Installation n°75;Dechets solides divers FMA (via Valduc) (1 m3 - 0,3516 t - 5 Futs);FMA-VC;DIV4-05;1;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);INB 101 - Batiment 541;Flacons de scintillation en polyethylene (SL) (1,2 m3 - 6 Futs);FMA-VC;F3-7-01;0,0041772;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);INB 101 - Batiment 541;Huiles minerales ou organiques (LH) (0,09 m3 - 0,0776 t - 3 Futs);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);INB 40 - OSIRIS Batiments 633 et 635;Huiles minerales ou organiques (LH) (0,2 m3 - 37 Unites);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);INB 49 - Batiment 459;Flacons de scintillation en polyethylene (SL) (Cellule 6) (0,24 m3 - 0,04412 t - 2 Futs);FMA-VC;F3-7-01;0,00083544;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co, 137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);INB 49 - Batiment 459;Huiles minerales ou organiques (LH) (Cellule 6) (0,02 m3 - 1 Fut);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co, 137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);INB 49 - Batiment 459;Liquides aqueux (LA) (Cellule 6) (0,02 m3 - 1 Fut);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co, 137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);INB 50 - Batiments 605 et 625;Liquides aqueux (LA) (0,02 m3 - 2 Futs);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;55Fe, 60Co, 90Sr, 137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);INB 50 - Batiments 605 et 625;Solvants et huiles minerales ou organiques (LS-LH) (0,691 m3 - 19 Unites);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 55Fe, 60Co, 90Sr, 137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);INB 77 - Batiment 127;Dechets solides incinerables (SI) (0,12 m3 - 0,02036 t - 1 Fut);FMA-VC;F3-7-01;0,00074892;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°1;Flacons de scintillation en polyethylene (SL) (0,32 m3 - 0,125 t );FMA-VC;F3-7-01;0,00111392;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C, 36Cl, 129I, 241Am
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°1;Flacons de scintillation en verre (SLV) (0,56 m3 - 0,197 t );FMA-VC;F3-7-01;0,00194936;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C, 36Cl, 129I, 241Am
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°1;Huiles minerales ou organiques (LH) (0,042 m3 - 0,042 t - 5 Bidons);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°112;Huiles minerales ou organiques (LH) (0,11 m3 - 12 Unites);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;ND
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°112;Liquides aqueux (LA) (0,06 m3 - 2 Futs);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;ND
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°128;Flacons de scintillation en polyethylene (SL) (0,36 m3 - 0,092 t - 3 Futs);FMA-VC;F3-7-01;0,00125316;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C, 36Cl, 137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°128;Liquides aqueux (LA) (0,32 m3 - 0,352 t - 11 Futs);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C, 36Cl, 137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°141;Dechets solides incinerables (SI) (0,005 m3 - 0,0005 t - 1 Fut);FMA-VC;F3-7-01;0,000031205;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°141;Flacons de scintillation en polyethylene (SL) (0,005 m3 - 0,005 t - 1 Fut);FMA-VC;F3-7-01;0,000017405;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°142;Liquides aqueux (LA) (0,008 m3 - 0,009 t );FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;ND
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°142;Solvants (LS) (0,033 m3 - 0,033 t - 6 Unites);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;ND
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°145;Huiles minerales ou organiques (LH) (0,035 m3 - 0,03275 t );FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;U
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°146;Flacons de scintillation en polyethylene (SL) (0,005 m3 - 0,005 t - 7 Fioles);FMA-VC;F3-7-01;0,000017405;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°16;Dechets solides incinerables (SI) (2,4 m3 - 0,3975 t - 12 Futs);FMA-VC;F3-7-01;0,0149784;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°16;Flacons de scintillation en polyethylene (SL) (0,4 m3 - 0,13 t - 4 Futs);FMA-VC;F3-7-01;0,0013924;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°16;Liquides aqueux (LA) (0,21 m3 - 0,21 t - 7 Futs);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°17;Flacons de scintillation en polyethylene (SL) (0,24 m3 - 2 Futs);FMA-VC;F3-7-01;0,00083544;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°209;Liquides aqueux (LA) (0,03 m3 - 1 Fut);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°218;Huiles minerales ou organiques (LH) (0,02 m3 );FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;ND
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°26;Liquides aqueux (LA) (0,08 m3 - 4 Futs);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co, 137Cs, 235U
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°26;Liquides organiques (LH) (0,03 m3 - 1 Fut);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co, 137Cs, 235U
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°27;Huiles minerales ou organiques (LH) (0,06 m3 - 0,07 t - 2 Futs);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°27;Liquides aqueux (LA) (0,03 m3 - 0,03 t );FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;238U, 241Am
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°57;Flacons de scintillation en polyethylene (SL) (0,36 m3 - 0,1746 t - 3 Futs);FMA-VC;F3-7-01;0,00125316;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°60;Liquides aqueux (LA) (0,013 m3 - 0,013 t );FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;ND
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°60;Liquides organiques (LH) (0,0005 m3 - 0,0005 t );FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;ND
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°62;Flacons de scintillation en polyethylene (SL) (0,24 m3 - 0,07 t - 2 Futs);FMA-VC;F3-7-01;0,00083544;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°62;Flacons de scintillation en verre (SLV) (0,24 m3 - 0,07 t - 2 Futs);FMA-VC;F3-7-01;0,00083544;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°62;Liquides aqueux (LA) (0,002 m3 - 0,002 t - 1 Bidon);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C, 45Ca
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°68;Dechets solides incinerables (SI) (0,024 m3 - 2 Futs);FMA-VC;F3-7-01;0,000149784;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;40K, 54Mn, 57Co, 109Cd, 51Cr, 56Co
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°68;Dechets solides organiques et putrescibles (SO) (0,012 m3 - 0,00521 t - 1 Fut);FMA-VC;F3-7-01;0,000074892;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 88Y
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°68;Flacons de scintillation en polyethylene (SL) (0,48 m3 - 4 Futs);FMA-VC;F3-7-01;0,00167088;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°68;Flacons de scintillation en verre (SLV) (0,6 m3 - 0,147 t - 3 Futs);FMA-VC;F3-7-01;0,0020886;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°68;Liquides aqueux (LA) (0,06 m3 - 0,006 t - 2 Futs);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°68;Solvants et huiles minerales ou organiques (LS-LH) (0,06 m3 - 0,026 t - 2 Futs);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 60Co
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°75;Huiles minerales ou organiques (LH) (0,022 m3 - 0,022 t - 1 Fut);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°90;Huiles minerales ou organiques (LH) (0,03 m3 - 0,027 t - 1 Fut);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°97;Dechets solides organiques et putrescibles (SO) (0,12 m3 - 1 Fut);FMA-VC;F3-7-01;0,00074892;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides incinerables (via Andra PP);Installation n°97;Flacons de scintillation en polyethylene (SL) (1,08 m3 - 9 Futs);FMA-VC;F3-7-01;0,00375948;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides et liquides trities;INB 72 - Batiments 108, 114, 116, 120;Dechets technologiques FA trities (51,4 m3 - 257 Futs);FMA-VC;DIV4-05;51,4;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;ND
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides FA-VL;INB 72 - Batiments 108, 114, 116, 120;Objets au Radium a Usage Medical (ORUM), entreposes dans 98 conteneurs (98 Conteneurs);FA-VL;DIV6-07;98;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides FA-VL;Installation n°57;Dechets solides divers FA-VL (0,01018 t - 45 Unites);FA-VL;DIV6-05;0,01018;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;137Cs, 226Ra, 232Th, 235U, 238U, 141Ce
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides FMA;INB 101 - Batiment 541;Dechets solides compactables (1,2 m3 - 0,37046 t - 6 Futs);FMA-VC;F3-01c;0,768;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;14C, 55Fe, 60Co, 63Ni
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides FMA;INB 101 - Batiment 541;Dechets solides non compactables (7L) (2,52 m3 - 1,643 t - 1 Caisson);FMA-VC;F3-5-06;2,52;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C, 55Fe, 60Co, 63Ni
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides FMA;INB 35 - Batiments 387 et 393;Dechets solides - Coques 12H (15,6 m3 - 33,8 t - 13 Coques);FMA-VC;F3-5-03;15,6;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co, 137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides FMA;INB 35 - Batiments 387 et 393;Dechets solides non compactables de DEM (7L) (25 m3 - 5 Caissons);FMA-VC;F3-5-06;25;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 60Co, 90Sr, 137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides FMA;INB 35 - Batiments 387 et 393;Dechets solides non compactables des points de collecte (5,5 m3 - 11 Unites);FMA-VC;DIV3-05;5,5;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 60Co, 90Sr, 137Cs
SACLAY;91;91534;CEA CIVIL - CENTRE DE SACLAY;Dechets solides FMA;INB 35 - Batiments 387 et 393;Dechets solides non compactables d'Exploitation (7L) (25 m3 - 7,4945 t - 5 Caissons);FMA-VC;F3-5-06;25;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 60Co, 90Sr, 137Cs
