VILLE;DEPARTEMENT;CODE INSEE;NOM DU SITE;GROUPE DE DECHETS;SOUS-GROUPE DE DECHETS;DESCRIPTION PHYSIQUE;CATEGORIE;FAMILLE IN;VOLUME EQUIVALENT CONDITIONNE;MAJORATION;ACTIVITE ( Bq);PRINCIPAUX RADIONUCLEIDES
NIMES;30;30189;CURIUM PET FRANCE - PRODUCTION RADIOPHARMACEUTIQUE (NIMES);0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,7;0;-;18F
BAGNOLS-SUR-CEZE;30;30028;CONSEILS ET ETUDES EN RADIOPROTECTION (CERAP) - AGENCE DE BAGNOLS SUR CEZE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,0005;0;-;131I
CHERBOURG-EN-COTENTIN;50;50129;CONSEILS ET ETUDES EN RADIOPROTECTION (CERAP) - AGENCE DE CHERBOURG;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,001;0;-;131I
SAINT-BEAUZIRE;63;43170;LABORATOIRES CYCLOPHARMA - SAINT-BEAUZIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,208;0;-;58Co,18F,51Cr,56Co
SIGNES;83;83127;IPSEN PHARMA BIOTECH - CONTROLE QUALITE - LABORATOIRE RIA;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,52;0;-;125I
GENCAY;86;86103;BIOALTERNATIVES S.A. - BIOLOGIE MOLECULAIRE ET CELLULAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,1;0;-;35S
SAINT-GREGOIRE;35;35278;BIOPROJET - BIOTECH - CENTRE DE RECHERCHE / BIOCHIMIE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;3,8;0;-;35S
BRON;69;69029;C.E.R.M.E.P. - CYCLOTRON BIOMEDICAL - RADIOCHIMIE - IMAGERIE DU VIVANT;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,999;0;-;11C,13N,15O,18F,68Ga
ORLEANS;45;45234;CNRS - ORLEANS - CNRS - CBM A - UPR 4301;0;0;DGD - Dechets geres en decroissance;VTC;DGD;1;0;-;32P
MONTPELLIER;34;34172;CIRAD MONTPELLIER - SITE BAILLARGUET - LABORATOIRE SYMBIOSES TROPICALES ET MEDITERRANEENNES (LSTM TA82);0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,002;0;-;32P
STRASBOURG;67;67482;INSTITUT DES NEUROSCIENCES CELLULAIRES ET INTEGRATIVES - CNRS - UPR 3212;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,135;0;-;35S,125I
MONTPELLIER;34;34172;CNRS - MONTPELLIER - CNRS -CRBM - UMR5237 CENTRE DE RECHERCHE EN BIOCHIMIE CELLULAIRE DE MONTPELLIER;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,25;0;-;32P,33P,35S
VILLIERS-EN-BOIS;79;79350;CNRS - CENTRE D'ETUDES BIOLOGIQUES DE CHIZE (CEBC) - CNRS - CEBC UMR7372;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,08;0;-;125I
ORLEANS;45;45234;CNRS - ORLEANS - CNRS - CEMHTI - UPR 3079 CONDITIONS EXTREMES ET MATERIAUX : HAUTE TEMPERATURE ET IRRADIATION;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,025;0;-;166Ho,46Sc,56Co,48V,52Mn
CLERMONT-FERRAND;63;63113;UNIVERSITE D'AUVERGNE - UMR 1240 IMAGERIE MOLECULAIRE ET STRATEGIES THERANOSTIQUES;0;0;DGD - Dechets geres en decroissance;VTC;DGD;8;0;-;111In,125I,131I,90Y,177Lu
LYON;69;69123;CENTRE LEON BERARD - GCS LYON CANCEROLOGIE UNIVERSITE- IRATHERAPIE - MEDECINE NUCLEAIRE LUMEN;0;0;DGD - Dechets geres en decroissance;VTC;DGD;5;0;-;18F,111In,123I,131I,99mTc,90Y
MONTPELLIER;34;34172;ICM - Val d'Aurelle - MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;17,37;0;-;226Ra,99Mo,111In,131I,99mTc,177Lu
SAINT-BENOIT;86;86214;SGS FRANCE - LIFE SERVICES SAINT BENOIT;0;0;DGD - Dechets geres en decroissance;VTC;DGD;1;0;-;125I
PARIS 05;75;75105;COLLEGE DE FRANCE - CNRS 7241-INSERM U1050;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,75;0;-;32P,35S,125I
MARCY-L'ETOILE;69;69127;CAMPUS VETERINAIRE DE LYON - VETAGRO-SUP;0;0;DGD - Dechets geres en decroissance;VTC;DGD;2,8;0;-;125I
NANTES;44;44109;ONIRIS - LABONIRIS;0;0;DGD - Dechets geres en decroissance;VTC;DGD;7;0;-;125I
LYON;69;69123;ECOLE NORMALE SUPERIEURE DE LYON - SERVICE PREVENTION ET SANTE AU TRAVAIL;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,39;0;-;32P,35S
PALAISEAU;91;91477;ECOLE POLYTECHNIQUE - LABORATOIRE DE BIOLOGIE STRUCTURALE DE LA CELLULE - UMR 7654;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,54;0;-;32P,33P,35S
MORET-LOING-ET-ORVANNE;77;77316;EDF - RECHERCHE & DEVELOPPEMENT - RENARDIERES - DEPT MATERIAUX ET MECANIQUE DES COMPOSANTS (MMC);0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,2;0;-;58Co,56Co
STRASBOURG;67;67482;ETABLISSEMENT FRANCAIS DU SANG - INSERM UMR S1255;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,088;0;-;33P,35S,125I
RENNES;35;35238;UNIVERSITE DE RENNES I - INSERM - U1241- NUTRITION-METABOLISMES & CANCER;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,02;0;-;32P
PLOUZANE;29;29212;IFREMER / CENTRE BRETAGNE - RECHERCHE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,2;0;-;35S
ORSAY;91;91471;INSTITUT CURIE RECHERCHE - Centre de recherche d'Orsay;0;0;DGD - Dechets geres en decroissance;VTC;DGD;1,02;0;-;32P,35S
MARSEILLE;13;13055;CNRS - DELEGATION PROVENCE ET CORSE - CNRS - INSTITUT MEDITERRANEEN DE MICROBIOLOGIE (IMM) FR 3479;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,2;0;-;32P,33P,35S
MONTPELLIER;34;34172;CNRS - MONTPELLIER - UMR CNRS 9002 ;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,5;0;-;32P,35S
MONTPELLIER;34;34172;INSTITUT DE RECHERCHE POUR LE DEVELOPPEMENT (IRD) DE MONTPELLIER - GENETROP - UNITE RPB/DIADE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;1;0;-;32P
CROISSY-SUR-SEINE;78;78190;INSTITUT DE RECHERCHES SERVIER - CPCB;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,26;0;-;35S
MARSEILLE;13;13055;INSTITUT DE RECHERCHE EN CANCEROLOGIE DE MARSEILLE - INSTITUT PAOLI-CALMETTES - INSERM UMR 1068 CRCM;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,28;0;-;32P
PARIS 15;75;75115;INSTITUT NATIONAL DE LA TRANSFUSION SANGUINE - INSERM-UP7 UMR S 1134 BIOLOGIE INTEGREE DU GLOBULE ROUGE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,02;0;-;32P
PARIS 15;75;75115;INSTITUT PASTEUR DE PARIS - ENSEMBLE DES UNITES DE RECHERCHE DE L'INSTITUT PASTEUR;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,76;0;-;32P,33P,125I
LES ABYMES;971;97101;INSTITUT PASTEUR DE GUADELOUPE - LABORATOIRE DES MYCOBACTERIES - RECHERCHE BIOMEDICALE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,001;0;-;35S
VILLEBON-SUR-YVETTE;91;91661;ONCODESIGN - BIOLOGIE CELLULAIRE - RADIO-IMMUNO-ANALYSE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;3;0;-;125I
LES ULIS;91;91692;IPSEN INNOVATION - INSTITUT HENRI BEAUFOUR - Service Competent en Radioprotection;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,059;0;-;125I
ROSCOFF;29;29239;STATION BIOLOGIQUE - UMR8227 - UMR7144 ;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,05;0;-;32P,35S
LYON;69;69123;CNRS - DR7 - INSTITUT DE BIOLOGIE ET CHIMIE DES PROTEINES - UMS 3760;0;0;DGD - Dechets geres en decroissance;VTC;DGD;1;0;-;32P
CAEN;14;14118;Universite de Caen Basse-Normandie - Pole de Radioprotection - Plateau technique IMOGERE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,98;0;-;32P,35S,125I
VANDOEUVRE-LES-NANCY;54;54547;UNIVERSITE DE LORRAINE - UMR 7365 CNRS - INGENIERIE MOLECULAIRE ET PHYSIOPATHOLOGIE ARTICULAIRE (IMOPA);0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,5;0;-;32P,35S
NANTES;44;44109;UNIVERSITE DE NANTES - EMN - IN2P3 -ARMINES - IN2P3 - CNRS - LABO. DE PHYSIQUE SUBATOMIQUE ET DES TECHNOLOGIES ASSOCIEES (SUBATECH);0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,2;0;-;95Zr,123I,125I,131I,99mTc
NICE;6;6088;UNIVERSITE COTE D'AZUR - FACULTE DE MEDECINE - IRCAN INSERM U1081, CNRS UMR 7284;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,44;0;-;32P
NICE;6;6088;CHU DE NICE - HOPITAL DE L'ARCHET - INSERM UMR 1065 C3M - BATIMENT ARCHIMED;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,1;0;-;32P
VALBONNE;6;6152;CNRS - UNIVERSITE DE NICE SOPHIA-ANTIPOLIS (UNSA) - CNRS - INSTITUT DE PHARMACOLOGIE- UMR 7275 - RECHERCHE BIOLOGIQUE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,6;0;-;32P,35S,125I
MONT-SAINT-AIGNAN;76;76451;UNIVERSITE DE ROUEN - INSERM - U1239;0;0;DGD - Dechets geres en decroissance;VTC;DGD;1;0;-;125I
LA TRONCHE;38;38516;UNIVERSITE GRENOBLES ALPES - FACULTE DE MEDECINE DE GRENOBLE - INSERM U1039 - RADIOPHARMACEUTIQUES BIOCLINIQUES;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,4;0;-;18F,68Ga,125I,201Tl,99mTc,177Lu
ILLKIRCH-GRAFFENSTADEN;67;67218;UNIVERSITE DE STRASBOURG - IREBS - UMR 7242;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,18;0;-;32P,35S,125I
ILLKIRCH-GRAFFENSTADEN;67;67218;UNIVERSITE DE STRASBOURG - IGBMC - INSERM U1258 - CNRS UMR 7104;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,6;0;-;32P
STRASBOURG;67;67482;UNIVERSITE DE STRASBOURG - CNRS - INSTITUT DE BIOLOGIE MOLECULAIRE DES PLANTES (IBMP) - UPR 2357;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,115;0;-;32P,35S
STRASBOURG;67;67482;INSTITUT DE BIOLOGIE MOLECULAIRE ET CELLULAIRE (IBMC) - CNRS - UPR 9002 ARCHITECTURE ET REACTIVITE DE L'ARN;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,12;0;-;32P,35S
PARIS 06;75;75106;UNIVERSITE PARIS V - RENE DESCARTES - FACULTE DE PHARMACIE - CNRS - UMR 8015 LABORATOIRE DE CRISTALLOGRAPHIE ET RMN BIOLOGIQUES;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,05;0;-;32P,35S
PARIS 05;75;75105;SORBONNE UNIVERSITE - CAMPUS DE JUSSIEU - ER3 - UR4 - UMR 7224 - UMR 7195 - UMR 7622;0;0;DGD - Dechets geres en decroissance;VTC;DGD;2,23;0;-;32P,33P,35S,125I
VILLEFRANCHE-SUR-MER;6;6159;CNRS-SORBONNE UNIVERSITE - IMEV-UMR7009 BIOLOGIE DU DEVELOPPEMENT;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,015;0;-;32P,35S
BORDEAUX;33;33063;UNIVERSITE DE BORDEAUX - MICROBIOLOGIE FONDAMENTALE ET PATHOGENICITE - UMR  CNRS 5234;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,12;0;-;32P
BOURG-EN-BRESSE;1;1053;INOL IMAGERIE NUCLEAIRE DE L'OUEST LYONNAIS ET DE L'AIN - MEDECINE NUCLEAIRE -BOURG EN BRESSE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,4;0;-;18F,131I,99mTc
SOISSONS;2;2722;GIE GAMMA 02 - SCINTIGRAPHIE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;5,75;0;-;18F,67Ga,99Mo,111In,201Tl,99mTc
SAINT-QUENTIN;2;2691;CENTRE D'EXPLORATIONS ISOTOPIQUES SAINT-CLAUDE - MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,1;0;-;18F,67Ga,111In,123I,201Tl,99mTc
MONTLUCON;3;3185;CENTRE HOSPITALIER DE MONTLUCON - MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;2,5;0;-;99Mo,123I,99mTc
NICE;6;6088;CHU DE NICE - HOPITAL PASTEUR - BIOCHIMIE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,46;0;-;125I
SAINT-LAURENT-DU-VAR;6;6123;INSTITUT ARNAULT TZANCK - SCINTIGRAPHIE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,1;0;-;99Mo,111In,123I,99mTc
RODEZ;12;12202;CENTRE HOSPITALIER JACQUES PUEL - SERVICE MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;7;0;-;18F,123I,131I,201Tl,99mTc
AIX-EN-PROVENCE;13;13001;CENTRE HOSPITALIER DU PAYS D'AIX - MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;1;0;-;18F,123I,99mTc
MARSEILLE;13;13055;APHM - CHU DE LA TIMONE - SERVICE CENTRAL DE BIOPHYSIQUE ET DE MEDECINE NUCLEAIRE - SCINTIGRAPHIE - RADIOTHERAPIE - RADIOANALYSE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;61,95;0;-;111In,123I,125I,131I,201Tl,99mTc
MARSEILLE;13;13055;APHM - CHU NORD - SERVICE DE MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;2,5;0;-;67Ga,111In,201Tl,99mTc
AUBAGNE;13;13005;SCINTI 13 HOPITAL PRIVE LA CASAMANCE - MEDECINE NUCLEAIRE/ PHARMACOLOGIE /RADIOTHERAPIE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;7,5;0;-;18F,201Tl,99mTc
CAEN;14;14118;CENTRE FRANCOIS BACLESSE - CENTRE DE RECHERCHE ET DE LUTTE CONTRE LE CANCER - MEDECINE NUCLEAIRE - TOXEMAC - RADIOTHERAPIE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;30;0;-;18F,32P,111In,131I,99mTc,177Lu
CAEN;14;14118;CHU DE CAEN - MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,3;0;-;67Ga,111In,123I,131I,201Tl,99mTc
CAEN;14;14118;POLYCLINIQUE DU PARC - SERVICE DE MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;22;0;-;99mTc
SAINT-MICHEL;16;31505;CENTRE HOSPITALIER D'ANGOULEME - HOPITAL DE GIRAC - MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;6;0;-;201Tl,99mTc
LA ROCHELLE;17;17300;CENTRE D'IMAGERIE RADIOISOTOPIQUE (CIRI) - MEDECINE NUCLEAIRE LA ROCHELLE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,5;0;-;18F,67Ga,111In,123I,131I,99mTc
SAINT-DOULCHARD;18;18205;SCM INOV - SERVICES DE SCINTIGRAPHIE ET MEDECINE NUCLEAIRE - CLINIQUE GUILLAUME DE VARYE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;5;0;-;18F,123I,99mTc
AJACCIO;2A;2A004;GIP Medecine nucleaire CHD CASTELLUCCIO - Service de scintigraphie;0;0;DGD - Dechets geres en decroissance;VTC;DGD;3;0;-;99mTc
DIJON;21;21231;CENTRE GEORGES-FRANCOIS LECLERC - CENTRE REGIONAL DE LUTTE CONTRE LE CANCER - MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;62,5;0;-;111In,123I,131I,201Tl,99mTc,177Lu
DIJON;21;21231;CHU DE DIJON - HOPITAL DU BOCAGE - SERVICE D'HOSPITALISATION;0;0;DGD - Dechets geres en decroissance;VTC;DGD;2;0;-;129I,99mTc,90Y,177Lu
SAINT-BRIEUC;22;22278;CENTRE HOSPITALIER DE SAINT-BRIEUC - HOPITAL YVES LE FOLL - MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;10;0;-;67Ga,111In,123I,131I,201Tl,99mTc
PERIGUEUX;24;24322;CENTRE DE MEDECINE NUCLEAIRE DE FRANCHEVILLE - POLYCLINIQUE DE FRANCHEVILLE - SCINTIGRAPHIE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;1;0;-;67Ga,111In,131I,201Tl,99mTc
TREVENANS;90;90097;GIE MEDECINE NUCLEAIRE - MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;20;0;-;18F,111In,123I,131I,201Tl,99mTc
VALENCE;26;26362;CENTRE HOSPITALIER DE VALENCE - MEDECINE NUCLEAIRE - SCINTIGRAPHIE - RADIOTHERAPIE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,38;0;-;18F,111In,123I,131I,201Tl,99mTc
EVREUX;27;27229;CLINIQUE BERGOUIGNAN - MEDECINE NUCLEAIRE - SCINTIGRAPHIE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,3;0;-;201Tl,99mTc
EVREUX;27;27229;GROUPEMENT EUROIS D'IMAGERIE MEDICALE - MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,5;0;-;201Tl,99mTc
BREST;29;29019;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE BREST - HOPITAL AUGUSTIN MORVAN - MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;40;0;-;18F,68Ga,123I,131I,99mTc,177Lu
BREST;29;29019;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE BREST- HOPITAL DE LA CAVALE BLANCHE - MEDECINE NUCLEAIRE - SCINTIGRAPHIE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;30;0;-;111In,123I,125I,201Tl,99mTc
QUIMPER;29;29232;CENTRE GEORGES CHARPAK - MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;2,5;0;-;18F,99Mo,111In,123I,99mTc
NIMES;30;30189;CHU - HOPITAL CAREMEAU - SERVICE DE MEDECINE NUCLEAIRE ET BIOPHYSIQUE MEDICALE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;2;0;-;18F,123I,131I,99mTc,90Y,177Lu
NIMES;30;30189;SCINTIGARD - MEDECINE NUCLEAIRE - NIMES;0;0;DGD - Dechets geres en decroissance;VTC;DGD;7,7;0;-;123I,99mTc
TOULOUSE;31;31555;CHU - HOPITAL  PURPAN - LABORATOIRE DE BIOCHIMIE  IFB;0;0;DGD - Dechets geres en decroissance;VTC;DGD;2;0;-;125I
TOULOUSE;31;31555;CHU - HOPITAL RANGUEIL - MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;4;0;-;123I,99mTc
CORNEBARRIEU;31;31150;CLINIQUE DES CEDRES - MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;5,2;0;-;111In,123I,201Tl,99mTc
TOULOUSE;31;31555;CENTRE D'IMAGERIE MOLECULAIRE ET FONCTIONNELLE (CIMOF) - SERVICE MEDECINE NUCLEAIRE, CLINIQUE PASTEUR (SMNP);0;0;DGD - Dechets geres en decroissance;VTC;DGD;10,4;0;-;18F,123I,201Tl,99mTc
TALENCE;33;33522;CHU DE BORDEAUX - HOPITAL HAUT LEVEQUE - MEDECINE NUCLEAIRE - SCINTIGRAPHIE -  RADIOTHERAPIE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;30;0;-;18F,123I,125I,131I,99mTc,177Lu
TALENCE;33;33522;CHU DE BORDEAUX - HOPITAL PELLEGRIN - MEDECINE NUCLEAIRE - SCINTIGRAPHIE -  RADIOTHERAPIE - BIOLOGIE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;2;0;-;67Ga,123I,99mTc,90Y
BORDEAUX;33;33063;POLYCLINIQUE BORDEAUX NORD AQUITAINE - MEDECINE NUCLEAIRE - SCINTIGRAPHIE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;18;0;-;18F,67Ga,111In,123I,131I,99mTc
BEZIERS;34;34032;CENTRE LIBERAL DE MEDECINE NUCLEAIRE / SCP - SCINTIGRAPHIE/TEP-SCAN;0;0;DGD - Dechets geres en decroissance;VTC;DGD;5;0;-;18F,111In,123I,131I,201Tl,99mTc
MONTPELLIER;34;34172;CLINIQUE CLEMENTVILLE - CENTRE DE RADIOTHERAPIE - CURIETHERAPIE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,027;0;-;125I
RENNES;35;35238;CENTRE EUGENE MARQUIS - CENTRE REGIONAL DE LUTTE CONTRE LE CANCER - MEDECINE NUCLEAIRE - SCINTIGRAPHIE -  RADIOANALYSE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;15;0;-;111In,123I,131I,153Sm,99mTc,177Lu
BESANCON;25;25056;GIE MEDECINE NUCLEAIRE SAINT VINCENT - CENTRE DE MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;2;0;-;123I,131I,201Tl,99mTc
TOURS;37;37261;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE TOURS - HOPITAL TROUSSEAU - MEDECINE NUCLEAIRE - SCINTIGRAPHIE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;1;0;-;111In,123I,201Tl,99mTc
TOURS;37;37261;CHU DE TOURS - HOPITAL BRETONNEAU - SERVICE DE MEDECINE NUCLEAIRE - IMAGERIE - THERAPIE - RECHERCHE BIOMEDICALE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;10;0;-;18F,68Ga,123I,131I,99mTc,177Lu
CHAMBRAY-LES-TOURS;37;37050;MEDECINE NUCLEAIRE TOURANGELLE -  MEDECINE NUCLEAIRE CHAMBRAY-LES-TOURS;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,3;0;-;57Co,18F,99Mo,111In,123I,99mTc
GRENOBLE;38;38185;SCINTEP - MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;1;0;-;18F,123I,201Tl,99mTc
BLOIS;41;41018;CENTRE D'IMAGERIE SCINTIGRAPHIQUE BLESOIS ET REGIONAL (CIBER) - CENTRE HOSPITALIER DE BLOIS - SCINTIGRAPHIE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;2;0;-;99mTc
SAINT-ETIENNE;42;42218;CHU DE ST ETIENNE - HOPITAL NORD - MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;3;0;-;18F,68Ga,111In,131I,99mTc,90Y
ROANNE;42;42187;CLINIQUE DU RENAISON - CENTRE D'IMAGERIE NUCLEAIRE (CIN) - SCINTIGRAPHIE ;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,7;0;-;18F,67Ga,123I,131I,201Tl,99mTc
MOUGINS;6;6085;CENTRE D'IMAGERIE NUCLEAIRE (SELARL CIN) - CLINIQUE PLEIN CIEL - MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,15;0;-;18F,111In,123I,131I,99mTc
NANTES;44;44109;CHU - HOPITAL GUILLAUME ET RENE LAENNEC - MEDECINE NUCLEAIRE - SCINTIGRAPHIE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;7;0;-;123I,201Tl,99mTc
NANTES;44;44109;CHU DE NANTES - HOTEL DIEU - MEDECINE NUCLEAIRE - SCINTIGRAPHIE -  RADIOTHERAPIE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;35;0;-;111In,123I,125I,131I,99mTc,177Lu
ORLEANS;45;45234;CENTRE HOSPITALIER REGIONAL D'ORLEANS - MEDECINE NUCLEAIRE LA SOURCE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;3;0;-;18F,111In,123I,131I,201Tl,99mTc
AGEN;47;47001;CENTRE HOSPITALIER D'AGEN SAINT-ESPRIT - MEDECINE NUCLEAIRE - SCINTIGRAPHIE - BIOPHYSIQUE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;15,779;0;-;67Ga,111In,123I,131I,201Tl,99mTc
ANGERS;49;49007;CHU D'ANGERS - HOPITAL LARREY - MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;10;0;-;68Ge,18F,111In,123I,131I,99mTc
REIMS;51;51454;ICCREIMS POLYCLINIQUE DE COURLANCY - CURIETHERAPIE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,002;0;-;192Ir,125I
CHAUMONT;52;61103;CENTRE HOSPITALIER DE CHAUMONT - MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;3;0;-;111In,123I,131I,153Sm,201Tl,99mTc
MAXEVILLE;54;54357;CENTRE D'IMAGERIE ISOTOPIQUE LORRAIN - MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;30;0;-;57Co,68Ge,18F,99Mo,201Tl,99mTc
VANDOEUVRE-LES-NANCY;54;54547;CHRU NANCY - MEDECINE NUCLEAIRE - SCINTIGRAPHIE - RADIOTHERAPIE - BIOLOGIE HBA;0;0;DGD - Dechets geres en decroissance;VTC;DGD;30;0;-;18F,68Ga,125I,131I,99mTc,177Lu
VANNES;56;56260;CENTRE DE MEDECINE NUCLEAIRE DU MORBIHAN - CENTRE HOSPITALIER BRETAGNE ATLANTIQUE - SCINTIGRAPHIE - TOMOGRAPHIE D'EMISSION DE POSITRONS;0;0;DGD - Dechets geres en decroissance;VTC;DGD;8;0;-;18F,123I,99mTc
METZ;57;57463;CENTRE HOSPITALIER REGIONAL DE METZ-THIONVILLE - HOPITAL DE MERCY - MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;1,1;0;-;18F,111In,123I,131I,201Tl,99mTc
VILLENEUVE-D'ASCQ;59;59009;CLINIQUE RADIOLOGIQUE DU PARC HPVA IMANORD - SERVICE DE MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;0,5;0;-;67Ga,111In,123I,131I,201Tl,99mTc
LILLE;59;59350;CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE LILLE - HOPITAL CLAUDE HURIEZ - SERVICE DE MEDECINE NUCLEAIRE;0;0;DGD - Dechets geres en decroissance;VTC;DGD;8;0;-;18F,111In,123I,131I,99mTc,90Y
