index,path,x,y,source_field,source_value,target_field,target_value,type
0, 0, 641.8408151707348, 433.89859461640117, Vendée, 6, 90Y, 0, ribbon 
0, 1, 640.7864916889525, 434.63680780538584, Vendée, 6, 90Y, 0, ribbon 
0, 2, 639.7269455359957, 435.367505188982, Vendée, 6, 90Y, 0, ribbon 
0, 3, 633.4479105273948, 426.3543592197564, Vendée, 6, 90Y, 0, ribbon 
0, 4, 621.5507350345858, 410.26200591181987, Vendée, 6, 90Y, 0, ribbon 
0, 5, 610.5347522409675, 396.7482374445695, Vendée, 6, 90Y, 0, ribbon 
0, 6, 600.3999621465396, 385.8130538180053, Vendée, 6, 90Y, 0, ribbon 
0, 7, 591.1463647513023, 377.45645503212734, Vendée, 6, 90Y, 0, ribbon 
0, 8, 582.7739600552554, 371.6784410869355, Vendée, 6, 90Y, 0, ribbon 
0, 9, 575.2827480583992, 368.4790119824299, Vendée, 6, 90Y, 0, ribbon 
0, 10, 568.6727287607334, 367.8581677186105, Vendée, 6, 90Y, 0, ribbon 
0, 11, 562.9439021622583, 369.81590829547724, Vendée, 6, 90Y, 0, ribbon 
0, 12, 558.0962682629736, 374.3522337130302, Vendée, 6, 90Y, 0, ribbon 
0, 13, 554.1298270628795, 381.46714397126937, Vendée, 6, 90Y, 0, ribbon 
0, 14, 551.0445785619759, 391.16063907019463, Vendée, 6, 90Y, 0, ribbon 
0, 15, 548.8405227602627, 403.4327190098062, Vendée, 6, 90Y, 0, ribbon 
0, 16, 547.5176596577402, 418.2833837901039, Vendée, 6, 90Y, 0, ribbon 
0, 17, 547.0759892544082, 435.71263341108784, Vendée, 6, 90Y, 0, ribbon 
0, 18, 547.5155115502668, 455.7204678727579, Vendée, 6, 90Y, 0, ribbon 
0, 19, 548.0657199603925, 466.69135441885027, Vendée, 6, 90Y, 0, ribbon 
0, 20, 547.5175758760819, 455.7190333897769, Vendée, 6, 90Y, 0, ribbon 
0, 21, 547.0945681867448, 435.6997230642585, Vendée, 6, 90Y, 0, ribbon 
