index,path,x,y,source_field,source_value,target_field,target_value,type
0, 0, 660.9332920179305, 392.4576085661156, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 1, 660.3378775613186, 393.14408913385216, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 2, 659.738645259471, 393.82723962491673, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 3, 645.1596595683374, 381.36629435794794, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 4, 625.9193496552632, 366.4903502805413, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 5, 614.8445887956311, 359.1167034443014, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 6, 605.1715178685997, 353.7779759803529, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 7, 596.900136874169, 350.474167888696, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 8, 590.0304458123387, 349.2052791693306, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 9, 584.5624446831091, 349.9713098222568, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 10, 580.4961334864802, 352.7722598474745, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 11, 577.8315122224518, 357.60812924498373, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 12, 576.568580891024, 364.47891801478454, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 13, 576.7073394921969, 373.38462615687683, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 14, 578.2477880259704, 384.3252536712607, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 15, 581.1899264923445, 397.3008005579361, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 16, 588.2313028155318, 420.5795947109958, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 17, 594.6776661134073, 438.6424400284001, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 18, 588.2359694044319, 420.5742445896724, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 19, 581.2190926729709, 397.26736229966457, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 20, 578.3049537399983, 384.25971468504855, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 21, 576.8018379174266, 373.27628620007715, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 22, 576.7097452052561, 364.31707684475043, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 23, 578.0286756034866, 357.38208661906833, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 24, 580.7586291121182, 352.47131552303085, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 25, 584.8996057311509, 349.5847635566381, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 26, 590.4516054605847, 348.72243071989, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 27, 597.4146283004196, 349.8843170127865, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 28, 605.7886742506555, 353.0704224353277, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 29, 615.5737433112926, 358.2807469875135, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 30, 626.7698354823306, 365.515290669344, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 31, 646.2096420708898, 380.16251706017346, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
0, 32, 660.9332920179305, 392.4576085661156, Pyrénées-Atlantiques, 6, 131I, 0, ribbon 
